"Date","Year","Week","WeekDay","Month","Day","Temp_high","Temp_avg","Temp_low","Rel_Humidity_avg","Abs_Humidity_avg"
2000-02-14,2000,7,1,2,14,16.5128116030246,22.1480478718877,-13.2374940568116,77.3618282098323,80.4901426564902
2000-02-15,2000,7,2,2,15,11.0004282009322,27.9434150375891,19.4832421874162,94.7846053633839,74.045034814626
2000-02-16,2000,7,3,2,16,-1.3078171107918,11.5737303171773,8.08331273379736,83.2200711872429,75.9039112366736
2000-02-17,2000,7,4,2,17,1.57967115519568,21.4291178365238,15.5577160336543,64.062871793285,96.4206985756755
2000-02-18,2000,7,5,2,18,-2.00847076484933,19.8375657282304,-9.21147415996529,90.6961857620627,84.3702846951783
2000-02-19,2000,7,6,2,19,-0.75581636861898,26.2347882438917,10.7611352566164,63.7213211320341,77.1753802057356
2000-02-20,2000,7,7,2,20,21.2068873317912,28.8990047981497,8.94880995037965,82.1412138082087,65.6653187610209
2000-02-21,2000,8,1,2,21,19.2827587469947,-0.713484357111156,17.8376730147284,78.1158281117678,93.1366444658488
2000-02-22,2000,8,2,2,22,4.92149016354233,10.7662074442487,-7.20518670743331,60.7115846313536,62.9128946084529
2000-02-23,2000,8,3,2,23,-2.51377627020702,26.4256130054127,-14.0694709843956,70.7543198671192,90.6939281802624
2000-02-24,2000,8,4,2,24,-2.13096356485039,-3.30802930751815,-3.43534751678817,73.3424341958016,79.6924776770175
2000-02-25,2000,8,5,2,25,28.4169838007074,9.46220202604309,3.54369472130202,81.7802335321903,69.2026781849563
2000-02-26,2000,8,6,2,26,26.8571115541272,13.8025477854535,-3.77316636499017,78.9101102855057,72.2873795591295
2000-02-27,2000,8,7,2,27,21.0548792756163,14.9649125360884,18.3851243578829,88.305833498016,75.5106748268008
2000-02-28,2000,9,1,2,28,21.8989663687535,4.86027252161875,14.3424688791856,96.1081006005406,64.9838032759726
2000-02-29,2000,9,2,2,29,6.49454404832795,-3.34328465629369,-7.50789755024016,94.0081224124879,73.7006105575711
2000-03-01,2000,9,3,3,1,8.44094274449162,3.76167151727714,13.531439981889,81.389882825315,67.6292015612125
2000-03-02,2000,9,4,3,2,6.63414484006353,0.836979997111484,11.6967565054074,83.1256303191185,70.4431336093694
2000-03-03,2000,9,5,3,3,17.182882684283,14.9722387152724,18.5963329242077,91.4747710246593,73.7801209744066
2000-03-04,2000,9,6,3,4,0.0784474739339203,20.9577361377887,-11.3764547603205,64.8975940328091,70.1732156518847
2000-03-05,2000,9,7,3,5,-4.05927672283724,-2.16821170412004,10.1136881357525,95.2242425922304,71.895644236356
2000-03-06,2000,10,1,3,6,25.4198911204003,29.7410125087481,1.11430240329355,71.3214612659067,82.6631423737854
2000-03-07,2000,10,2,3,7,12.7891515602823,7.61702911229804,16.0681305511389,97.2393426951021,72.5337071623653
2000-03-08,2000,10,3,3,8,7.33724668738432,13.239106584806,-8.82424376090057,93.6415074765682,99.8056821990758
2000-03-09,2000,10,4,3,9,0.590809277491644,15.9656033141073,-0.589230641489848,75.218161996454,62.7778612542897
2000-03-10,2000,10,5,3,10,24.9809677072335,13.3063196705189,-11.6308312129695,66.4298785757273,66.0439657699317
2000-03-11,2000,10,6,3,11,-3.50340869976208,9.00330922100693,-2.89872444118373,81.7421679198742,68.8322159741074
2000-03-12,2000,10,7,3,12,-3.46489201881923,8.12921291566454,-4.23375266953371,74.5772511418909,79.738666061312
2000-03-13,2000,11,1,3,13,22.9344716633204,17.8610312321689,8.26223345240578,94.0424469020218,83.5843585059047
2000-03-14,2000,11,2,3,14,24.9264152569231,25.5002625379711,11.8908932211343,82.9768471885473,80.892490670085
2000-03-15,2000,11,3,3,15,17.3060294962488,19.3078032997437,5.62747179414146,68.7118119187653,95.3611667640507
2000-03-16,2000,11,4,3,16,17.5404099747539,-2.1127224364318,7.58247380028479,68.5939855407923,62.2903305850923
2000-03-17,2000,11,5,3,17,10.8334442682099,18.3522681461181,4.78509127977304,97.6946616452187,83.1018193718046
2000-03-18,2000,11,6,3,18,24.1223375021946,8.24062314000912,-3.90487078693695,97.6799270231277,87.0042887423187
2000-03-19,2000,11,7,3,19,3.77486854093149,12.6734790613409,7.0960402674973,85.9732677415013,94.2162898182869
2000-03-20,2000,12,1,3,20,24.9488463369198,20.3851243865211,18.9117971470114,99.2299497779459,65.0832262076437
2000-03-21,2000,12,2,3,21,2.89258106495254,7.55336859030649,7.87148729083128,82.0830767694861,83.7146886158735
2000-03-22,2000,12,3,3,22,13.3160592790227,-1.08789051999338,1.51254386990331,97.9029921069741,92.1353744063526
2000-03-23,2000,12,4,3,23,18.3349147776607,3.14760323381051,-4.23899738001637,71.8598244152963,74.6057954709977
2000-03-24,2000,12,5,3,24,1.47523990250193,2.99847948481329,11.230817947071,79.496689690277,94.6536640077829
2000-03-25,2000,12,6,3,25,28.763606067514,-4.01848063222133,-7.15200674836524,62.5082507357001,60.2138706948608
2000-03-26,2000,12,7,3,26,2.64538320363499,22.5620305596385,-3.87677323305979,81.4675207342952,63.8867703359574
2000-03-27,2000,13,1,3,27,17.2078294726089,5.07085263961926,18.1771931122057,69.0494109503925,64.3636797834188
2000-03-28,2000,13,2,3,28,11.4648047613446,-2.50627604313195,6.59958580392413,67.700834274292,94.166201883927
2000-03-29,2000,13,3,3,29,14.8514579539187,14.1839255287778,4.33621722972021,84.0480328258127,71.9934655167162
2000-03-30,2000,13,4,3,30,16.3838750135619,6.63117756717838,-2.79851896339096,82.4204930011183,91.4530402328819
2000-03-31,2000,13,5,3,31,-0.37545332335867,9.65260218828917,0.943733465392143,80.1334946136922,91.5725417342037
2000-04-01,2000,13,6,4,1,-3.2587749522645,21.6062088438775,19.6713267255109,74.6011849120259,75.2938786707819
2000-04-02,2000,13,7,4,2,17.027610517107,15.635954082245,2.05189458676614,83.5985829681158,84.5060274098068
2000-04-03,2000,14,1,4,3,7.315861369716,4.70661313738674,6.71722033875994,76.2457885965705,65.2150049246848
2000-04-04,2000,14,2,4,4,0.408783493330702,23.4324368345551,-13.9276654692367,78.5059665795416,65.2852943632752
2000-04-05,2000,14,3,4,5,16.5828935126774,8.95478929276578,4.57780357450247,71.3127277977765,92.368690399453
2000-04-06,2000,14,4,4,6,5.57293656398542,26.2553332943935,2.74991977377795,97.7911190316081,99.4726788718253
2000-04-07,2000,14,5,4,7,22.5322885473724,23.7308368016966,9.26560164080001,66.551427282393,86.7618593666703
2000-04-08,2000,14,6,4,8,11.3116346963216,28.1367466738448,12.8690129343886,60.4460907541215,81.2439161166549
2000-04-09,2000,14,7,4,9,10.4868509306107,25.249977922067,-7.9751303116791,93.7597769033164,96.746289730072
2000-04-10,2000,15,1,4,10,12.8782646101899,3.47172983922064,8.91891049803235,61.266807038337,99.1219249740243
2000-04-11,2000,15,2,4,11,20.967488711467,22.5757316197269,13.3640027162619,78.7190582975745,87.8630155045539
2000-04-12,2000,15,3,4,12,16.9360810960643,27.2076173021924,17.3537788714748,60.2895233873278,85.8893217518926
2000-04-13,2000,15,4,4,13,-3.30749833839945,0.875962935388088,14.4309972494375,92.4362191930413,87.9888964537531
2000-04-14,2000,15,5,4,14,26.7120080930181,-3.02299686707556,-12.5908443063963,97.9830761812627,94.5920767821372
2000-04-15,2000,15,6,4,15,29.0357849595603,1.95327610126697,-11.276382348733,75.4870001133531,82.0428771153092
2000-04-16,2000,15,7,4,16,-0.154792272951454,11.5167722525075,6.59484631964006,94.8300112131983,80.6985495612025
2000-04-17,2000,16,1,4,17,13.2308433926664,23.4481035242788,15.4412965662777,68.3147564157844,97.5680291745812
2000-04-18,2000,16,2,4,18,-2.78881146106869,24.1794266283978,7.34271318186074,96.5886947605759,88.1077559757978
2000-04-19,2000,16,3,4,19,5.01685656723566,10.0873838027474,-11.2883739045355,93.3357174973935,66.0632205195725
2000-04-20,2000,16,4,4,20,13.8698720000684,-3.64751126733609,-6.0739185649436,79.1303899697959,95.2218590676785
2000-04-21,2000,16,5,4,21,11.0540713369846,1.33077752077952,4.7502590471413,81.8008220288903,89.1764842811972
2000-04-22,2000,16,6,4,22,18.8221960177179,9.33536630822346,-14.0632126922719,81.4874976780266,60.2211987413466
2000-04-23,2000,16,7,4,23,10.6757707078941,-0.98246578942053,9.0344481379725,83.5257389768958,98.7186282128096
2000-04-24,2000,17,1,4,24,-0.615741154178977,14.777932849247,16.3529307756107,62.0189865957946,66.0283332318068
2000-04-25,2000,17,2,4,25,9.57896640291438,-1.83090628823265,-5.33011443098076,88.0126301106066,75.1252642739564
2000-04-26,2000,17,3,4,26,18.8465171121061,28.1003154872451,12.8679247561377,66.9614150654525,61.2145544402301
2000-04-27,2000,17,4,4,27,20.5772244289983,24.3685207713861,16.7439261358231,92.3892123624682,87.288040695712
2000-04-28,2000,17,5,4,28,23.1249337829649,27.2031187044922,5.78694490599446,89.3985380511731,98.9237251132727
2000-04-29,2000,17,6,4,29,25.0596864358522,11.3698757020757,-8.82727334159426,76.0914353746921,71.5944851655513
2000-04-30,2000,17,7,4,30,-4.825793299824,12.7049496222753,6.48021822213195,63.4890727326274,84.6390027645975
2000-05-01,2000,18,1,5,1,8.6186923191417,25.9959626989439,-9.86783619504422,87.8083092253655,85.9237909689546
2000-05-02,2000,18,2,5,2,-2.67352623050101,23.2668138865847,11.3889608776662,61.9128649123013,82.3486347962171
2000-05-03,2000,18,3,5,3,-2.50497994944453,3.55549699976109,-6.7249376361724,80.6783977989107,65.1446981076151
2000-05-04,2000,18,4,5,4,10.2226038323715,17.6780155557208,8.54420299874619,92.3503196053207,71.8043295294046
2000-05-05,2000,18,5,5,5,16.5968201798387,19.4833366281819,11.6089808242396,86.7668267618865,80.6069048494101
2000-05-06,2000,18,6,5,6,25.9400297224056,-3.48334525944665,-10.9950693731662,94.2633449845016,91.3247148133814
2000-05-07,2000,18,7,5,7,6.02177182445303,-3.20064597995952,1.38028389308602,87.5501405168325,60.0682320911437
2000-05-08,2000,19,1,5,8,4.59179135272279,2.13746118592098,9.67130425968207,65.1222084742039,66.8596649263054
2000-05-09,2000,19,2,5,9,22.365194944432,6.43323781783693,-9.03669396881014,93.5624464321882,61.9252789113671
2000-05-10,2000,19,3,5,10,18.8422671589069,-2.9703590576537,-8.88618749333546,72.1587939932942,60.9651327040046
2000-05-11,2000,19,4,5,11,-3.52954292204231,5.11641414486803,-0.992180536268279,88.5017906036228,68.7973131798208
2000-05-12,2000,19,5,5,12,12.7054469846189,20.4210716241505,-7.84859549836256,76.2727733887732,66.8926098383963
2000-05-13,2000,19,6,5,13,-4.02251363266259,12.3349739960395,-2.76097365189344,78.7853370420635,97.8320140112191
2000-05-14,2000,19,7,5,14,13.3465227775741,9.80715924990363,0.768111996585503,61.3507049065083,92.4345487169921
2000-05-15,2000,20,1,5,15,20.8566807606257,26.932263384806,-3.00183156738058,81.7645589075983,91.3003304414451
2000-05-16,2000,20,2,5,16,10.4723801906221,24.1590698622167,4.7379118821118,95.4205287992954,86.4392676297575
2000-05-17,2000,20,3,5,17,7.710856172489,16.3994966552127,13.3411510055885,61.532003255561,97.4542549159378
2000-05-18,2000,20,4,5,18,3.82417810615152,20.2293720107991,6.89469729433767,69.5994044560939,84.2344816960394
2000-05-19,2000,20,5,5,19,14.0199274406768,26.3683912530541,19.1350142844021,78.5610798094422,87.1297396998852
2000-05-20,2000,20,6,5,20,19.9056286725681,0.539422880392522,17.3362282628659,82.3275378346443,82.8924337122589
2000-05-21,2000,20,7,5,21,16.7118654772639,0.352030223002657,8.90691280597821,72.6470872852951,97.3502359818667
2000-05-22,2000,21,1,5,22,23.8961359136738,16.2691068823915,-1.05977900791913,98.5771997179836,78.9493378810585
2000-05-23,2000,21,2,5,23,-1.85382183874026,20.5514433875214,-5.6026988371741,71.9510533474386,90.4316367860883
2000-05-24,2000,21,3,5,24,26.0719688539393,26.9101205375046,16.7146686674096,61.3172219321132,63.6911715753376
2000-05-25,2000,21,4,5,25,4.69556764001027,16.2821317976341,-9.24772594473325,78.7468029372394,98.6373962182552
2000-05-26,2000,21,5,5,26,0.924205501796678,17.4019560264423,5.64568601432256,69.1559892147779,60.2201851177961
2000-05-27,2000,21,6,5,27,11.5129842620809,2.01435489114374,-10.8424321759958,85.2235267311335,74.2099443078041
2000-05-28,2000,21,7,5,28,13.4632727957796,11.4865724579431,-10.9576067340095,78.4185723867267,71.4126289170235
2000-05-29,2000,22,1,5,29,22.3463344376069,10.2590414159931,12.3900877777487,89.2076517641544,93.1512886285782
2000-05-30,2000,22,2,5,30,10.5750077439006,-1.3617639709264,8.64610843826085,78.9045834820718,65.272679226473
2000-05-31,2000,22,3,5,31,17.2131582407746,-0.5860648478847,-3.61946380697191,96.4292232785374,80.2595751918852
2000-06-01,2000,22,4,6,1,22.9491892142687,20.4277396271937,1.79192179115489,78.4484550543129,99.1306138690561
2000-06-02,2000,22,5,6,2,18.4224336734042,3.40175403049216,-13.9053662982769,68.7581176217645,68.7141991499811
2000-06-03,2000,22,6,6,3,24.1252371866722,0.999807487241924,-13.3121982426383,62.1273509040475,92.149598216638
2000-06-04,2000,22,7,6,4,-2.7446890657302,22.7152953739278,16.4094301860314,72.7491101995111,80.7930075936019
2000-06-05,2000,23,1,6,5,9.63070747209713,-3.33816486294381,-5.13183691073209,77.6037499401718,62.1196475531906
2000-06-06,2000,23,2,6,6,-3.22461830219254,-3.47453041584231,-5.48654814250767,97.472671167925,91.8847916461527
2000-06-07,2000,23,3,6,7,29.8169823270291,13.3237547578756,7.25257172714919,74.6572929248214,90.6420498155057
2000-06-08,2000,23,4,6,8,21.460786126554,-0.64600509009324,3.55390320299193,64.7436077333987,70.0578717049211
2000-06-09,2000,23,5,6,9,10.5892974766903,10.5182962294202,19.5608023460954,89.368650726974,92.8785247914493
2000-06-10,2000,23,6,6,10,0.835561227286234,-4.21548388199881,-11.1667590041179,91.5213487297297,99.9363000970334
2000-06-11,2000,23,7,6,11,2.26509904139675,-3.26464767917059,-10.2359723066911,87.2267861571163,69.3987370096147
2000-06-12,2000,24,1,6,12,-0.417617097264156,12.3293421638664,17.5721531372983,70.6309260707349,83.5340029839426
2000-06-13,2000,24,2,6,13,3.44314178451896,27.3974663508125,-14.0350238361862,63.9802880678326,85.4821491148323
2000-06-14,2000,24,3,6,14,27.1220748906489,-4.65529636712745,8.92667727312073,66.000981349498,97.6173030771315
2000-06-15,2000,24,4,6,15,1.75436149467714,2.51609635888599,18.7120025465265,98.3782248385251,86.8206911440939
2000-06-16,2000,24,5,6,16,8.71978339739144,3.66793529479764,18.7304582400247,84.6823140885681,82.9825282562524
2000-06-17,2000,24,6,6,17,7.97663737437688,6.74892975832336,-13.3872963057365,98.941375343129,83.6476807203144
2000-06-18,2000,24,7,6,18,24.5614258362912,17.8047830413561,15.762068630429,66.6034848894924,93.4764675889164
2000-06-19,2000,25,1,6,19,-4.56202797475271,23.3982672111597,-11.9288070045877,83.0891528446227,85.1577344350517
2000-06-20,2000,25,2,6,20,22.3846068175044,3.72124002431519,-1.12839882727712,85.8255498390645,82.9658138472587
2000-06-21,2000,25,3,6,21,-3.03646383690648,18.1772066408303,-2.33009114861488,84.7566677350551,96.6968192439526
2000-06-22,2000,25,4,6,22,14.0172070928384,12.2647545463406,17.9530152480584,82.7085675578564,77.1182159055024
2000-06-23,2000,25,5,6,23,4.40487723331898,6.62559588439763,-5.33990513416938,98.0706934351474,86.05797117576
2000-06-24,2000,25,6,6,24,29.5278044289444,15.9326098789461,16.5638963121455,84.6888198517263,67.6517875120044
2000-06-25,2000,25,7,6,25,14.1247301280964,10.1886015175842,-7.62597937136889,95.268182894215,70.1881532836705
2000-06-26,2000,26,1,6,26,1.62877692026086,9.66019560815766,-12.1584285306744,96.0150205716491,86.0197059437633
2000-06-27,2000,26,2,6,27,15.4283667355776,4.86192623735406,-4.51773308916017,78.6469679325819,80.8945703413337
2000-06-28,2000,26,3,6,28,1.6518206638284,7.49295193701982,8.18996713496745,63.669370347634,84.9004827439785
2000-06-29,2000,26,4,6,29,26.0566709586419,2.94287980534136,12.2171835275367,77.828368851915,77.1679117530584
2000-06-30,2000,26,5,6,30,6.4736976288259,4.35568023938686,8.27049702755176,95.4125988017768,65.8431343641132
2000-07-01,2000,26,6,7,1,20.5555778928101,12.3972988198511,-6.98261518846266,95.8697301428765,71.0652308538556
2000-07-02,2000,26,7,7,2,0.721016788156703,9.90475575323217,7.38111925544217,89.8704586736858,63.8250218611211
2000-07-03,2000,27,1,7,3,28.5532319743652,29.8724884551484,1.05179940816015,93.4102552849799,85.7992064207792
2000-07-04,2000,27,2,7,4,2.16269679367542,28.5168895637617,3.56393910362385,68.9455073699355,83.5981081239879
2000-07-05,2000,27,3,7,5,-0.972991490270942,21.3319766381755,12.8590279002674,68.3488007634878,66.657032482326
2000-07-06,2000,27,4,7,6,18.7639318930451,-3.03695930051617,2.80697232694365,74.233159404248,80.9291169606149
2000-07-07,2000,27,5,7,7,3.96746632060967,0.125277366023511,-11.496733041713,88.0418217927217,84.6739636082202
2000-07-08,2000,27,6,7,8,8.7907359295059,15.3777455200907,-6.68320472817868,67.7357760909945,70.0419753976166
2000-07-09,2000,27,7,7,9,26.5095980477054,21.5236404608004,-3.58964125742204,70.5674328748137,78.3546507824212
2000-07-10,2000,28,1,7,10,20.919462494785,21.1163846531417,1.82809267193079,75.4851246718317,64.3521426431835
2000-07-11,2000,28,2,7,11,18.7501425622031,4.18174403952435,12.6519594457932,95.8696297556162,73.1376508716494
2000-07-12,2000,28,3,7,12,24.1419330309145,15.716683602659,-1.99716146686114,67.7683026716113,94.5067726168782
2000-07-13,2000,28,4,7,13,-2.99440983915702,22.7533914486412,11.5199640067294,83.580057490617,96.3570469804108
2000-07-14,2000,28,5,7,14,8.53968202485703,25.1768284570426,2.75202001794241,67.9783237725496,94.8353015538305
2000-07-15,2000,28,6,7,15,10.9845308598597,0.419519057031721,1.48681073682383,60.1724030915648,78.6460481211543
2000-07-16,2000,28,7,7,16,-4.73793634795584,2.95415602740832,-13.3425162394997,81.8027213681489,61.0928049311042
2000-07-17,2000,29,1,7,17,7.49247023719363,6.54216309660114,3.71185251977295,66.1109293624759,67.720352858305
2000-07-18,2000,29,2,7,18,3.37567018577829,16.4532996760681,-14.6561382804066,81.5461866371334,69.8294758889824
2000-07-19,2000,29,3,7,19,-2.08390897838399,12.6417618035339,-4.30451190564781,96.803551055491,81.1684545408934
2000-07-20,2000,29,4,7,20,26.582775390707,17.9493748873938,17.7949227113277,75.3822421003133,62.662706496194
2000-07-21,2000,29,5,7,21,-1.89649048028514,15.1246992486995,-8.23429130483419,96.9237610138953,78.9214928913862
2000-07-22,2000,29,6,7,22,2.61788647272624,9.96368891675957,2.42199495900422,75.0254053995013,95.1864020712674
2000-07-23,2000,29,7,7,23,23.9316173503175,24.2179175175261,-4.1101190156769,70.0799686741084,82.7171869575977
2000-07-24,2000,30,1,7,24,-2.24350795266218,-0.752040308434516,-11.3216901244596,70.2661555539817,83.9503147266805
2000-07-25,2000,30,2,7,25,3.37911450536922,-3.65955171757378,0.00970963854342699,89.9245274905115,84.1955336276442
2000-07-26,2000,30,3,7,26,1.09914975007996,11.5056691330392,-10.1939160679467,70.622944124043,78.7373295333236
2000-07-27,2000,30,4,7,27,-4.1975213540718,17.9813896515407,-13.9108164876234,96.4863920025527,61.424912288785
2000-07-28,2000,30,5,7,28,11.8745904648677,13.5295708058402,1.8578952725511,62.330209184438,61.002013515681
2000-07-29,2000,30,6,7,29,-3.3661063213367,0.551333515904844,3.98458316922188,76.0925015434623,78.6575932707638
2000-07-30,2000,30,7,7,30,9.88909089704975,9.91543861688115,7.43568027042784,64.9436696898192,76.8608911987394
2000-07-31,2000,31,1,7,31,8.62358991173096,2.70031898631714,-3.79451823071577,93.9509501680732,99.0902443043888
2000-08-01,2000,31,2,8,1,19.4327616586816,11.173083888134,-7.82948285923339,88.4728530328721,99.9338612239808
2000-08-02,2000,31,3,8,2,28.1978380866349,28.8263268221635,17.6150093215983,68.212555507198,74.6557175461203
2000-08-03,2000,31,4,8,3,15.4954680160154,18.7894012813922,16.2490505469032,80.6945863366127,81.3727389834821
2000-08-04,2000,31,5,8,4,27.0434054965153,18.7787455378566,11.0391270532273,82.7782891876996,92.3634113185108
2000-08-05,2000,31,6,8,5,20.4923605907243,2.96275931294076,7.25632905261591,85.0693328026682,74.7451178263873
2000-08-06,2000,31,7,8,6,2.53665935364552,26.042206257116,-13.5277773684356,84.7546624112874,61.8051396682858
2000-08-07,2000,32,1,8,7,9.81351209571585,4.63454082491808,-8.84084667311981,86.4882395695895,76.4056441187859
2000-08-08,2000,32,2,8,8,21.1404380830936,8.51404698216356,18.1212102307472,79.6659274678677,65.3157374728471
2000-08-09,2000,32,3,8,9,27.8295610530768,0.421790961408988,13.7682339793537,74.7865146119148,89.4937569927424
2000-08-10,2000,32,4,8,10,6.31840343470685,5.97632311866619,-11.4615627448075,63.1512625701725,70.0527184270322
2000-08-11,2000,32,5,8,11,24.8470067663584,24.7387077764142,-10.7489550777245,63.4644014295191,60.6547358352691
2000-08-12,2000,32,6,8,12,-0.738625647500157,6.28255622694269,15.1488437352236,71.752893300727,76.7705613654107
2000-08-13,2000,32,7,8,13,28.2224955421407,18.3317315217573,13.217832891969,60.9208838175982,77.8323733061552
2000-08-14,2000,33,1,8,14,17.0162129390519,14.0763927798253,11.3043250341434,72.7020060457289,67.8588397428393
2000-08-15,2000,33,2,8,15,-4.27520182565786,-1.13660062314011,17.2413281409536,89.8187848553061,94.9897161312401
2000-08-16,2000,33,3,8,16,6.11067541060038,-0.606578728184104,-8.41679369565099,71.5446684323251,77.5738229695708
2000-08-17,2000,33,4,8,17,29.796059941873,28.7448638281785,-7.99329928820953,73.5416546743363,91.5447987802327
2000-08-18,2000,33,5,8,18,27.1842480683699,16.0684234870132,-10.8234762842767,92.8505882434547,64.1904528345913
2000-08-19,2000,33,6,8,19,4.21249541221187,18.7462351145223,-11.4234383846633,70.8834984898567,67.6422005239874
2000-08-20,2000,33,7,8,20,10.2676327060908,-1.8524525500834,-2.49006900587119,82.4731438606977,71.3591412454844
2000-08-21,2000,34,1,8,21,21.0667359642684,5.01013075467199,7.31629942194559,83.6942705605179,62.4897886440158
2000-08-22,2000,34,2,8,22,5.64790945732966,19.1243838693481,9.20525740017183,89.2088838387281,95.7233017683029
2000-08-23,2000,34,3,8,23,20.4165848263074,21.4032269618474,-2.34965043026023,75.7257108017802,85.3539827559143
2000-08-24,2000,34,4,8,24,3.51967970724218,7.31522805639543,3.13328553223982,70.0415476690978,91.1393548827618
